Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Operating Profit,Sales Method
West Gear,1128299,1/24/2021,West,California,San Francisco,Men's Street Footwear,$40.00 ,287,$402 ,Outlet
West Gear,1128299,1/25/2021,West,California,San Francisco,Men's Athletic Footwear,$42.00 ,287,$205 ,Outlet
Foot Locker,1185732,3/15/2020,Northeast,New York,New York,Women's Apparel,$61.00 ,286,$698 ,Online
Walmart,1185732,5/5/2020,Northeast,New York,New York,Women's Street Footwear,$54.00 ,285,$723 ,Online
Walmart,1197831,10/27/2020,South,Texas,Houston,Men's Athletic Footwear,$44.00 ,285,$602 ,Online
Sports Direct,1197831,4/23/2021,South,Tennessee,Knoxville,Women's Street Footwear,$46.00 ,285,$787 ,Online
Walmart,1197831,8/25/2020,South,Texas,Houston,Men's Athletic Footwear,$32.00 ,285,$383 ,Outlet
Kohl's,1189833,4/25/2021,West,California,Los Angeles,Men's Street Footwear,$30.00 ,285,$402 ,Outlet
Foot Locker,1185732,9/23/2020,Southeast,Florida,Miami,Men's Street Footwear,$53.00 ,284,$828 ,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$33.00 ,283,$532 ,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$48.00 ,282,$744 ,Online
Foot Locker,1185732,1/4/2020,Northeast,New York,New York,Women's Athletic Footwear,$36.00 ,281,$374 ,Outlet
Foot Locker,1185732,2/4/2020,Northeast,New York,New York,Men's Apparel,$44.00 ,281,$445 ,Outlet
Walmart,1197831,10/22/2020,South,Texas,Houston,Women's Street Footwear,$34.00 ,281,$373 ,Outlet
West Gear,1128299,1/8/2021,West,California,San Francisco,Women's Street Footwear,$42.00 ,281,$531 ,Outlet
Sports Direct,1197831,10/16/2021,South,Texas,Dallas,Men's Street Footwear,$46.00 ,281,$608 ,Outlet
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Apparel,$30.00 ,281,$447 ,Outlet
Walmart,1185732,4/24/2020,Northeast,New York,New York,Women's Apparel,$59.00 ,280,$661 ,Online
Foot Locker,1185732,2/10/2020,Northeast,New York,New York,Men's Apparel,$47.00 ,280,$461 ,Outlet
Walmart,1185732,5/1/2020,Northeast,New York,New York,Men's Apparel,$47.00 ,280,$474 ,Outlet
West Gear,1128299,1/31/2021,West,California,San Francisco,Men's Athletic Footwear,$39.00 ,280,$197 ,Outlet
Sports Direct,1197831,9/11/2021,South,Texas,Dallas,Men's Athletic Footwear,$40.00 ,280,$459 ,Outlet
Sports Direct,1197831,9/15/2021,South,Texas,Dallas,Women's Apparel,$42.00 ,280,$647 ,Outlet
Sports Direct,1197831,9/5/2021,South,Alabama,Birmingham,Women's Apparel,$36.00 ,280,$645 ,Outlet
Sports Direct,1197831,9/11/2021,South,Alabama,Birmingham,Women's Apparel,$47.00 ,280,$921 ,Outlet
Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,$58.00 ,280,$585 ,Outlet
Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,$43.00 ,279,$396 ,Outlet
Walmart,1185732,5/7/2020,Northeast,New York,New York,Men's Apparel,$48.00 ,279,$496 ,Outlet
Foot Locker,1185732,3/6/2020,Northeast,New York,New York,Women's Street Footwear,$46.00 ,278,$614 ,Online
Foot Locker,1185732,9/22/2020,Southeast,Florida,Miami,Women's Apparel,$56.00 ,278,$950 ,Online
Foot Locker,1185732,8/6/2021,Southeast,South Carolina,Charleston,Women's Apparel,$58.00 ,278,$984 ,Online
Foot Locker,1185732,11/6/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$50.00 ,278,$792 ,Online
Foot Locker,1185732,3/14/2020,Northeast,New York,New York,Men's Apparel,$46.00 ,278,$435 ,Outlet
West Gear,1128299,1/19/2021,West,California,San Francisco,Men's Athletic Footwear,$47.00 ,278,$287 ,Outlet
Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,$36.00 ,278,$530 ,Outlet
West Gear,1197831,7/6/2021,West,Idaho,Boise,Women's Street Footwear,$34.00 ,278,$397 ,Outlet
West Gear,1128299,1/12/2021,West,California,San Francisco,Men's Street Footwear,$56.00 ,277,$698 ,Online
Foot Locker,1185732,1/21/2020,Northeast,New York,New York,Women's Street Footwear,$36.00 ,276,$467 ,Online
Walmart,1197831,8/17/2020,South,Texas,Houston,Women's Apparel,$37.00 ,276,$643 ,Online
Sports Direct,1185732,3/2/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,$28.00 ,276,$417 ,Online
Sports Direct,1197831,8/23/2021,South,Alabama,Birmingham,Men's Apparel,$25.00 ,275,"$2,750 ",Outlet
Foot Locker,1185732,1/18/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,$25.00 ,275,"$2,750 ",In-store
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,$30.00 ,275,"$2,888 ",In-store
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,$20.00 ,275,"$1,925 ",In-store
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,$15.00 ,275,"$1,650 ",In-store
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Men's Apparel,$25.00 ,275,"$2,406 ",In-store
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,$25.00 ,275,"$2,750 ",In-store
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,$20.00 ,275,"$2,200 ",In-store
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Men's Apparel,$30.00 ,275,"$2,888 ",In-store
Foot Locker,1185732,3/16/2021,South,Mississippi,Jackson,Women's Athletic Footwear,$20.00 ,275,"$2,200 ",Online
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,$20.00 ,275,"$2,200 ",Online
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Men's Apparel,$30.00 ,275,"$2,888 ",Online
West Gear,1197831,2/21/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,$25.00 ,275,"$2,406 ",Online
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,$10.00 ,275,"$1,100 ",Online
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,$25.00 ,275,"$2,750 ",Online
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,$15.00 ,275,"$1,650 ",Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,$15.00 ,275,"$1,444 ",Online
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,$30.00 ,275,"$2,475 ",Online
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$25.00 ,275,"$2,063 ",Online
Sports Direct,1185732,2/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,$25.00 ,275,"$2,750 ",Online
Foot Locker,1185732,6/6/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$30.00 ,275,"$2,888 ",In-store
Foot Locker,1185732,9/7/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$30.00 ,275,"$2,888 ",In-store
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,$15.00 ,275,"$1,444 ",In-store
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Women's Apparel,$25.00 ,275,"$2,750 ",In-store
West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,$30.00 ,275,"$3,300 ",In-store
West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,$30.00 ,275,"$3,300 ",In-store
Foot Locker,1185732,2/15/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,$30.00 ,275,"$3,300 ",In-store
Foot Locker,1185732,3/13/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,$30.00 ,275,"$3,300 ",In-store
Kohl's,1185732,1/10/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,$25.00 ,275,"$2,750 ",In-store
Walmart,1185732,4/28/2020,Northeast,New York,New York,Men's Athletic Footwear,$53.00 ,273,$622 ,Online
West Gear,1128299,1/6/2021,West,California,San Francisco,Men's Street Footwear,$56.00 ,273,$764 ,Online
West Gear,1128299,1/18/2021,West,California,San Francisco,Men's Street Footwear,$62.00 ,273,$779 ,Online
West Gear,1128299,2/12/2021,West,California,San Francisco,Men's Athletic Footwear,$58.00 ,273,$428 ,Online
Sports Direct,1197831,9/24/2021,South,Texas,Dallas,Women's Street Footwear,$46.00 ,273,$691 ,Online
Foot Locker,1185732,8/6/2020,West,Washington,Seattle,Men's Street Footwear,$44.00 ,273,$661 ,Online
Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$51.00 ,273,$780 ,Online
Walmart,1197831,8/11/2020,South,Texas,Houston,Women's Apparel,$27.00 ,272,$404 ,Outlet
Walmart,1197831,9/11/2020,South,Texas,Houston,Men's Street Footwear,$31.00 ,272,$329 ,Outlet
West Gear,1128299,11/13/2020,West,California,San Francisco,Men's Street Footwear,$36.00 ,272,$382 ,Outlet
Kohl's,1189833,4/26/2021,West,California,Los Angeles,Men's Athletic Footwear,$37.00 ,272,$292 ,Outlet
Kohl's,1189833,5/19/2021,West,California,Los Angeles,Men's Street Footwear,$40.00 ,272,$500 ,Outlet
Sports Direct,1197831,9/21/2021,South,Texas,Dallas,Women's Apparel,$47.00 ,272,$729 ,Outlet
Sports Direct,1197831,4/15/2021,South,Tennessee,Knoxville,Men's Street Footwear,$29.00 ,272,$394 ,Outlet
Sports Direct,1197831,4/20/2021,South,Tennessee,Knoxville,Women's Apparel,$38.00 ,272,$641 ,Outlet
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,$50.00 ,272,$435 ,Outlet
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$60.00 ,272,$441 ,Outlet
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's Street Footwear,$30.00 ,272,$416 ,Outlet
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$60.00 ,272,$604 ,Outlet
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$67.00 ,272,$729 ,Outlet
West Gear,1128299,12/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,$46.00 ,272,$576 ,Outlet
West Gear,1128299,11/3/2020,South,Texas,Houston,Women's Street Footwear,$33.00 ,271,$376 ,Outlet
West Gear,1128299,12/25/2020,West,California,San Francisco,Men's Street Footwear,$40.00 ,271,$412 ,Outlet
West Gear,1128299,2/14/2021,West,California,San Francisco,Women's Athletic Footwear,$40.00 ,271,$325 ,Outlet
Sports Direct,1197831,4/8/2021,South,Tennessee,Knoxville,Women's Apparel,$31.00 ,271,$496 ,Outlet
Sports Direct,1197831,4/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$44.00 ,271,$608 ,Outlet
West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Athletic Footwear,$40.00 ,271,$466 ,Outlet
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,$39.00 ,271,$444 ,Outlet
Foot Locker,1185732,3/5/2020,Northeast,New York,New York,Men's Athletic Footwear,$54.00 ,270,$598 ,Online
Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,$54.00 ,270,$656 ,Online
Walmart,1185732,4/20/2020,Northeast,New York,New York,Men's Athletic Footwear,$50.00 ,270,$594 ,Online
Kohl's,1189833,4/19/2021,West,California,Los Angeles,Men's Street Footwear,$44.00 ,270,$653 ,Online
Sports Direct,1185732,9/29/2020,Southeast,Florida,Miami,Men's Street Footwear,$56.00 ,270,$907 ,Online
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,$86.00 ,270,"$1,231 ",Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$58.00 ,270,$767 ,Online
Foot Locker,1185732,3/13/2020,Northeast,New York,New York,Women's Athletic Footwear,$35.00 ,270,$350 ,Outlet
Walmart,1185732,4/30/2020,Northeast,New York,New York,Women's Athletic Footwear,$41.00 ,270,$410 ,Outlet
Sports Direct,1197831,7/19/2020,Northeast,New York,New York,Men's Street Footwear,$20.00 ,270,$211 ,Outlet
Sports Direct,1197831,7/20/2020,Northeast,New York,New York,Men's Athletic Footwear,$26.00 ,270,$260 ,Outlet
Walmart,1197831,9/4/2020,South,Texas,Houston,Women's Apparel,$39.00 ,270,$569 ,Outlet
Walmart,1197831,10/20/2020,South,Texas,Houston,Men's Street Footwear,$34.00 ,270,$349 ,Outlet
West Gear,1128299,12/31/2020,West,California,San Francisco,Men's Street Footwear,$44.00 ,270,$523 ,Outlet
Walmart,1185732,4/21/2020,Northeast,New York,New York,Women's Street Footwear,$47.00 ,268,$592 ,Online
Walmart,1197831,8/12/2020,South,Texas,Houston,Men's Street Footwear,$29.00 ,268,$373 ,Online
Walmart,1197831,8/30/2020,South,Texas,Houston,Men's Street Footwear,$37.00 ,268,$486 ,Online
West Gear,1128299,1/25/2021,West,California,San Francisco,Men's Athletic Footwear,$56.00 ,268,$420 ,Online
Foot Locker,1185732,8/18/2020,Southeast,Florida,Miami,Men's Street Footwear,$41.00 ,268,$659 ,Online
Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,$51.00 ,268,$820 ,Online
Foot Locker,1185732,3/11/2020,Northeast,New York,New York,Men's Athletic Footwear,$53.00 ,267,$594 ,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$33.00 ,265,$507 ,Online
Walmart,1197831,8/20/2020,South,Texas,Houston,Women's Street Footwear,$27.00 ,264,$285 ,Outlet
Walmart,1197831,9/5/2020,South,Texas,Houston,Men's Street Footwear,$33.00 ,264,$366 ,Outlet
West Gear,1128299,11/1/2020,South,Texas,Houston,Men's Street Footwear,$30.00 ,264,$309 ,Outlet
West Gear,1128299,1/14/2021,West,California,San Francisco,Women's Street Footwear,$46.00 ,264,$486 ,Outlet
West Gear,1128299,1/17/2021,West,California,San Francisco,Women's Apparel,$56.00 ,264,$281 ,Outlet
West Gear,1128299,1/29/2021,West,California,San Francisco,Women's Apparel,$51.00 ,264,$202 ,Outlet
Kohl's,1189833,3/19/2021,West,California,Los Angeles,Men's Street Footwear,$24.00 ,264,$279 ,Outlet
Kohl's,1189833,4/24/2021,West,California,Los Angeles,Women's Apparel,$48.00 ,264,$279 ,Outlet
Kohl's,1189833,5/2/2021,West,California,Los Angeles,Men's Athletic Footwear,$41.00 ,264,$336 ,Outlet
Kohl's,1189833,5/8/2021,West,California,Los Angeles,Men's Athletic Footwear,$39.00 ,264,$278 ,Outlet
Kohl's,1189833,5/14/2021,West,California,Los Angeles,Men's Athletic Footwear,$43.00 ,264,$341 ,Outlet
Kohl's,1189833,5/20/2021,West,California,Los Angeles,Men's Athletic Footwear,$42.00 ,264,$333 ,Outlet
Sports Direct,1197831,9/9/2021,South,Texas,Dallas,Women's Apparel,$34.00 ,264,$467 ,Outlet
Sports Direct,1197831,9/17/2021,South,Texas,Dallas,Men's Athletic Footwear,$34.00 ,264,$377 ,Outlet
Sports Direct,1197831,4/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$30.00 ,264,$396 ,Outlet
Sports Direct,1197831,5/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$37.00 ,264,$479 ,Outlet
Sports Direct,1197831,9/7/2021,South,Alabama,Birmingham,Men's Athletic Footwear,$37.00 ,264,$537 ,Outlet
West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Street Footwear,$35.00 ,264,$425 ,Outlet
Foot Locker,1197831,7/6/2021,West,Idaho,Boise,Women's Apparel,$51.00 ,264,$794 ,Outlet
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,$24.00 ,264,$203 ,Outlet
Walmart,1185732,5/2/2020,Northeast,New York,New York,Women's Apparel,$66.00 ,263,$642 ,Online
West Gear,1128299,2/5/2021,West,California,San Francisco,Men's Street Footwear,$52.00 ,263,$602 ,Online
Sports Direct,1197831,9/15/2021,South,Texas,Dallas,Women's Apparel,$53.00 ,263,$878 ,Online
Sports Direct,1197831,4/17/2021,South,Tennessee,Knoxville,Women's Street Footwear,$36.00 ,263,$568 ,Online
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Men's Street Footwear,$59.00 ,263,$869 ,Online
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,$55.00 ,263,$926 ,Online
Sports Direct,1185732,2/4/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$34.00 ,263,$447 ,Online
Sports Direct,1185732,4/3/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,$27.00 ,263,$383 ,Online
Sports Direct,1185732,7/2/2021,Southeast,North Carolina,Charlotte,Women's Apparel,$64.00 ,263,"$1,060 ",Online
Sports Direct,1197831,8/1/2020,South,Texas,Houston,Men's Athletic Footwear,$30.00 ,263,$308 ,Outlet
Walmart,1197831,8/21/2020,South,Texas,Houston,Women's Athletic Footwear,$26.00 ,263,$328 ,Outlet
West Gear,1128299,1/13/2021,West,California,San Francisco,Men's Athletic Footwear,$49.00 ,263,$309 ,Outlet
West Gear,1128299,1/22/2021,West,California,San Francisco,Men's Apparel,$59.00 ,263,$884 ,Outlet
West Gear,1128299,2/5/2021,West,California,San Francisco,Men's Street Footwear,$39.00 ,263,$359 ,Outlet
Sports Direct,1197831,8/30/2021,South,Alabama,Birmingham,Women's Apparel,$36.00 ,263,$625 ,Outlet
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$74.00 ,263,$545 ,Outlet
West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Athletic Footwear,$35.00 ,263,$377 ,Outlet
Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Men's Street Footwear,$31.00 ,263,$359 ,Outlet
Foot Locker,1185732,1/8/2020,Northeast,New York,New York,Men's Athletic Footwear,$46.00 ,261,$528 ,Online
Foot Locker,1185732,2/8/2020,Northeast,New York,New York,Women's Street Footwear,$46.00 ,261,$564 ,Online
Foot Locker,1185732,3/7/2020,Northeast,New York,New York,Women's Athletic Footwear,$47.00 ,261,$552 ,Online
Walmart,1185732,5/7/2020,Northeast,New York,New York,Men's Apparel,$60.00 ,261,$673 ,Online
Walmart,1197831,10/31/2020,South,Texas,Houston,Women's Apparel,$53.00 ,261,$858 ,Online
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,$83.00 ,261,$953 ,Online
West Gear,1185732,5/8/2021,Northeast,New York,Albany,Men's Street Footwear,$50.00 ,261,$783 ,Online
Foot Locker,1185732,1/2/2020,Northeast,New York,New York,Men's Athletic Footwear,$47.00 ,260,$513 ,Online
Foot Locker,1185732,1/6/2020,Northeast,New York,New York,Women's Apparel,$46.00 ,260,$443 ,Online
Foot Locker,1185732,1/26/2020,Northeast,New York,New York,Men's Athletic Footwear,$48.00 ,259,$535 ,Online
Foot Locker,1185732,2/7/2020,Northeast,New York,New York,Men's Athletic Footwear,$50.00 ,259,$518 ,Online
Walmart,1197831,8/13/2020,South,Texas,Houston,Men's Athletic Footwear,$38.00 ,259,$453 ,Online
Walmart,1197831,8/31/2020,South,Texas,Houston,Men's Athletic Footwear,$41.00 ,259,$478 ,Online
West Gear,1128299,1/19/2021,West,California,San Francisco,Men's Athletic Footwear,$66.00 ,259,$513 ,Online
West Gear,1185732,9/10/2020,Southeast,Florida,Miami,Women's Apparel,$63.00 ,259,"$1,061 ",Online
Walmart,1185732,4/29/2020,Northeast,New York,New York,Women's Street Footwear,$52.00 ,258,$644 ,Online
Foot Locker,1185732,3/18/2020,Northeast,New York,New York,Women's Street Footwear,$45.00 ,257,$532 ,Online
Foot Locker,1185732,4/24/2020,Southeast,Florida,Miami,Men's Street Footwear,$42.00 ,256,$624 ,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,$39.00 ,256,$579 ,Online
West Gear,1128299,1/7/2021,West,California,San Francisco,Men's Athletic Footwear,$50.00 ,256,$384 ,Outlet
West Gear,1128299,2/10/2021,West,California,San Francisco,Women's Apparel,$56.00 ,256,$215 ,Outlet
West Gear,1128299,2/13/2021,West,California,San Francisco,Women's Street Footwear,$44.00 ,256,$372 ,Outlet
West Gear,1128299,2/16/2021,West,California,San Francisco,Women's Apparel,$50.00 ,256,$218 ,Outlet
Kohl's,1189833,5/13/2021,West,California,Los Angeles,Men's Street Footwear,$36.00 ,256,$433 ,Outlet
Sports Direct,1197831,9/10/2021,South,Texas,Dallas,Men's Street Footwear,$30.00 ,256,$284 ,Outlet
Sports Direct,1197831,9/16/2021,South,Texas,Dallas,Men's Street Footwear,$34.00 ,256,$366 ,Outlet
Sports Direct,1197831,9/23/2021,South,Texas,Dallas,Men's Athletic Footwear,$43.00 ,256,$506 ,Outlet
Sports Direct,1197831,10/21/2021,South,Texas,Dallas,Women's Apparel,$54.00 ,256,$829 ,Outlet
Sports Direct,1197831,4/9/2021,South,Tennessee,Knoxville,Men's Street Footwear,$28.00 ,256,$337 ,Outlet
Sports Direct,1197831,9/6/2021,South,Alabama,Birmingham,Men's Street Footwear,$31.00 ,256,$421 ,Outlet
Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$55.00 ,256,$436 ,Outlet
Sports Direct,1185732,2/17/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$26.00 ,256,$366 ,Outlet
West Gear,1128299,8/24/2021,West,Oregon,Portland,Men's Street Footwear,$69.00 ,256,$654 ,Outlet
West Gear,1128299,8/24/2021,West,Oregon,Portland,Men's Athletic Footwear,$62.00 ,256,$667 ,Outlet
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Men's Street Footwear,$47.00 ,256,$566 ,Outlet
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,$57.00 ,256,$642 ,Outlet
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$30.00 ,256,$307 ,Outlet
Walmart,1185732,8/17/2021,South,Mississippi,Jackson,Men's Street Footwear,$41.00 ,256,$472 ,Outlet
Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Men's Street Footwear,$48.00 ,256,$578 ,Outlet
Sports Direct,1197831,7/26/2020,South,Texas,Houston,Men's Athletic Footwear,$33.00 ,255,$379 ,Online
Walmart,1197831,9/5/2020,South,Texas,Houston,Men's Street Footwear,$44.00 ,255,$539 ,Online
